family_index,graph6,n,m,Delta,delta,regular,tree,families,descriptions
2832,OpT?GSO?WC?BGG?@_`C?B,16,24,3,3,1,0,generalized_petersen,"generalized_petersen:G(8,2)"
2833,OpP?GoGGGEA_?E?g??s?B,16,24,3,3,1,0,generalized_petersen,"generalized_petersen:G(8,3)"
2834,QrOWOKA?W@?B?A?@_?O?B_?G_?W,18,27,3,3,1,0,generalized_petersen,"generalized_petersen:G(9,1)"
2835,QpT?GSO?WC?B?G?@c@??B@?a??W,18,27,3,3,1,0,generalized_petersen,"generalized_petersen:G(9,2) | generalized_petersen:G(9,4)"
2836,QpP?GoG?GEE??E@_??o@_??Y??W,18,27,3,3,1,0,generalized_petersen,"generalized_petersen:G(9,3)"
2837,Nsee?[rTRQERB`TIlEO,15,45,6,6,1,0,kneser,"kneser:KG(6,2) | kneser:KG(6,2)"
2838,EkSg,6,7,3,2,0,0,grid,grid:P2 square P3
2839,Gh`HGc,8,10,3,2,0,0,grid,grid:P2 square P4
2840,IhEAHCPAG,10,13,3,2,0,0,grid,grid:P2 square P5
2841,KhCKAC`CGO_`,12,16,3,2,0,0,grid,grid:P2 square P6
2842,MhCGK@@GG_`@@@?__,14,19,3,2,0,0,grid,grid:P2 square P7
2843,OhCGGE?OH?a@A@@?_OGA@,16,22,3,2,0,0,grid,grid:P2 square P8
2844,QhCGGC@_A?c@C@A?__GC@?OC?_G,18,25,3,2,0,0,grid,grid:P2 square P9
2845,HkSg_SD,9,12,4,2,0,0,grid,grid:P3 square P3
2846,Kh`HGcG@GC_H,12,17,4,2,0,0,grid,grid:P3 square P4
2847,NhEAHCPAGG?P?P?G_AG,15,22,4,2,0,0,grid,grid:P3 square P5
2848,QhCKAC`CGO_`?_?O_CG?`?AC?CG,18,27,4,2,0,0,grid,grid:P3 square P6
2849,Oh`HGcG@GC_H?G?C_@G?H,16,24,4,2,0,0,grid,grid:P4 square P4
2850,H{S{aSf,9,18,4,4,1,0,torus,torus:C3 square C3
2851,Kl`HGuGPHCaL,12,24,4,4,1,0,torus,torus:C3 square C4
2852,NheAHCPBKGGPGPCG`BG,15,30,4,4,1,0,torus,torus:C3 square C5
2853,QhEKAC`CGO_p__OOcCG_`AACCEG,18,36,4,4,1,0,torus,torus:C3 square C6
2854,Ol`HGsG@GC_L_GOCc@G_L,16,32,4,4,1,0,torus,torus:C4 square C4
2855,GAnRDC,8,12,3,3,1,0,random_cubic,random_cubic:n=8;sample=0;seed=108000 | random_cubic:n=8;sample=2;seed=108002 | random_cubic:n=8;sample=3;seed=108003 | random_cubic:n=8;sample=4;seed=108004 | random_cubic:n=8;sample=8;seed=108008 | random_cubic:n=8;sample=10;seed=108010 | random_cubic:n=8;sample=13;seed=108013 | random_cubic:n=8;sample=15;seed=108015 | random_cubic:n=8;sample=16;seed=108016 | random_cubic:n=8;sample=17;seed=108017 | random_cubic:n=8;sample=18;seed=108018 | random_cubic:n=8;sample=23;seed=108023
2856,GEsbLG,8,12,3,3,1,0,random_cubic,random_cubic:n=8;sample=1;seed=108001 | random_cubic:n=8;sample=5;seed=108005 | random_cubic:n=8;sample=6;seed=108006 | random_cubic:n=8;sample=9;seed=108009 | random_cubic:n=8;sample=12;seed=108012 | random_cubic:n=8;sample=19;seed=108019 | random_cubic:n=8;sample=21;seed=108021
2857,GSNJAc,8,12,3,3,1,0,random_cubic,random_cubic:n=8;sample=7;seed=108007 | random_cubic:n=8;sample=11;seed=108011 | random_cubic:n=8;sample=20;seed=108020
2858,GWtPcK,8,12,3,3,1,0,random_cubic,random_cubic:n=8;sample=22;seed=108022
2859,IgEgqCPgG,10,15,3,3,1,0,random_cubic,random_cubic:n=10;sample=0;seed=110000 | random_cubic:n=10;sample=16;seed=110016
2860,IKC`IrG`_,10,15,3,3,1,0,random_cubic,random_cubic:n=10;sample=1;seed=110001 | random_cubic:n=10;sample=14;seed=110014 | random_cubic:n=10;sample=20;seed=110020
2861,IeGWAUaH_,10,15,3,3,1,0,random_cubic,random_cubic:n=10;sample=2;seed=110002 | random_cubic:n=10;sample=19;seed=110019
2862,ICWNBIODG,10,15,3,3,1,0,random_cubic,random_cubic:n=10;sample=3;seed=110003
2863,IcGPWpDw?,10,15,3,3,1,0,random_cubic,random_cubic:n=10;sample=4;seed=110004 | random_cubic:n=10;sample=18;seed=110018
2864,IIaHaOq`O,10,15,3,3,1,0,random_cubic,random_cubic:n=10;sample=5;seed=110005
2865,IH`[CpAGg,10,15,3,3,1,0,random_cubic,random_cubic:n=10;sample=6;seed=110006 | random_cubic:n=10;sample=13;seed=110013 | random_cubic:n=10;sample=21;seed=110021
2866,I_pT@KoEG,10,15,3,3,1,0,random_cubic,random_cubic:n=10;sample=7;seed=110007
2867,IKo_[dOHG,10,15,3,3,1,0,random_cubic,random_cubic:n=10;sample=8;seed=110008 | random_cubic:n=10;sample=9;seed=110009 | random_cubic:n=10;sample=11;seed=110011 | random_cubic:n=10;sample=12;seed=110012 | random_cubic:n=10;sample=22;seed=110022 | random_cubic:n=10;sample=23;seed=110023
2868,I[PCHOTE_,10,15,3,3,1,0,random_cubic,random_cubic:n=10;sample=10;seed=110010
2869,IKPH`EKcO,10,15,3,3,1,0,random_cubic,random_cubic:n=10;sample=15;seed=110015
2870,Ii_HgOp`O,10,15,3,3,1,0,random_cubic,random_cubic:n=10;sample=17;seed=110017
2871,KBGCHV?D?WwC,12,18,3,3,1,0,random_cubic,random_cubic:n=12;sample=0;seed=112000
2872,KAh?cEoP_WCH,12,18,3,3,1,0,random_cubic,random_cubic:n=12;sample=1;seed=112001 | random_cubic:n=12;sample=10;seed=112010 | random_cubic:n=12;sample=12;seed=112012
2873,KA@dP`K?S_pA,12,18,3,3,1,0,random_cubic,random_cubic:n=12;sample=2;seed=112002
2874,K@HEAoK_KGeO,12,18,3,3,1,0,random_cubic,random_cubic:n=12;sample=3;seed=112003 | random_cubic:n=12;sample=9;seed=112009 | random_cubic:n=12;sample=19;seed=112019
2875,KBar?D@ACO_M,12,18,3,3,1,0,random_cubic,random_cubic:n=12;sample=4;seed=112004
2876,KGIOR?T_a_pO,12,18,3,3,1,0,random_cubic,random_cubic:n=12;sample=5;seed=112005 | random_cubic:n=12;sample=18;seed=112018
2877,K@oadDCEC?_d,12,18,3,3,1,0,random_cubic,random_cubic:n=12;sample=6;seed=112006
2878,KD?@IYAFAP[?,12,18,3,3,1,0,random_cubic,random_cubic:n=12;sample=7;seed=112007
2879,KoO`?wWc_HGP,12,18,3,3,1,0,random_cubic,random_cubic:n=12;sample=8;seed=112008 | random_cubic:n=12;sample=14;seed=112014
2880,KPQIA?acOb@o,12,18,3,3,1,0,random_cubic,random_cubic:n=12;sample=11;seed=112011
2881,KiGcG_@DGRPO,12,18,3,3,1,0,random_cubic,random_cubic:n=12;sample=13;seed=112013
2882,KoSOB_aBCD?q,12,18,3,3,1,0,random_cubic,random_cubic:n=12;sample=15;seed=112015
2883,K_MRCDH@?_cB,12,18,3,3,1,0,random_cubic,random_cubic:n=12;sample=16;seed=112016
2884,KC`q?oaAQDSA,12,18,3,3,1,0,random_cubic,random_cubic:n=12;sample=17;seed=112017
2885,KCO{@UOGI?gP,12,18,3,3,1,0,random_cubic,random_cubic:n=12;sample=20;seed=112020 | random_cubic:n=12;sample=22;seed=112022
2886,KOEIa?`WGYQO,12,18,3,3,1,0,random_cubic,random_cubic:n=12;sample=21;seed=112021
2887,K@p@L?Y@S?i@,12,18,3,3,1,0,random_cubic,random_cubic:n=12;sample=23;seed=112023
2888,MOT@?o@cA@_SH@`_?,14,21,3,3,1,0,random_cubic,random_cubic:n=14;sample=0;seed=114000
2889,M`C?WKDCB?`Cg@oC?,14,21,3,3,1,0,random_cubic,random_cubic:n=14;sample=1;seed=114001
2890,MgAH_IWKa??HA@?Q_,14,21,3,3,1,0,random_cubic,random_cubic:n=14;sample=2;seed=114002
2891,M_CQ?G_`HQWCGoE_?,14,21,3,3,1,0,random_cubic,random_cubic:n=14;sample=3;seed=114003
2892,M`?oMOo?G?pOAaOE?,14,21,3,3,1,0,random_cubic,random_cubic:n=14;sample=4;seed=114004
2893,MQQ?GoA?[GECOcIA?,14,21,3,3,1,0,random_cubic,random_cubic:n=14;sample=5;seed=114005
2894,MG?SQoCKCCp?GHPG?,14,21,3,3,1,0,random_cubic,random_cubic:n=14;sample=6;seed=114006
2895,MG?kO`G_?bAIw?@c?,14,21,3,3,1,0,random_cubic,random_cubic:n=14;sample=7;seed=114007
2896,M?D@cH_JAA@P_Gc?_,14,21,3,3,1,0,random_cubic,random_cubic:n=14;sample=8;seed=114008
2897,MQoc@cOAA?_P@K@H?,14,21,3,3,1,0,random_cubic,random_cubic:n=14;sample=9;seed=114009
2898,MKAG_DDW@?r?A_?Q_,14,21,3,3,1,0,random_cubic,random_cubic:n=14;sample=10;seed=114010
2899,MI_C?Q_F?ICPPGCo?,14,21,3,3,1,0,random_cubic,random_cubic:n=14;sample=11;seed=114011
2900,MWS?_K?@KDM?BG_S?,14,21,3,3,1,0,random_cubic,random_cubic:n=14;sample=12;seed=114012
2901,MCOc@AEAQ_c_CoQ@?,14,21,3,3,1,0,random_cubic,random_cubic:n=14;sample=13;seed=114013
2902,MGec??QOOID@CKOo?,14,21,3,3,1,0,random_cubic,random_cubic:n=14;sample=14;seed=114014
2903,MoA@OoOCGI?qWGQA?,14,21,3,3,1,0,random_cubic,random_cubic:n=14;sample=15;seed=114015
2904,MC?XgOgGGAg@oOo@?,14,21,3,3,1,0,random_cubic,random_cubic:n=14;sample=16;seed=114016
2905,MI_o?rA?_W?QGE_P?,14,21,3,3,1,0,random_cubic,random_cubic:n=14;sample=17;seed=114017
2906,M|??OOS@?I`OOH?s?,14,21,3,3,1,0,random_cubic,random_cubic:n=14;sample=18;seed=114018
2907,M_J_d@??_S?LCKEC?,14,21,3,3,1,0,random_cubic,random_cubic:n=14;sample=19;seed=114019
2908,MGAac?e?Co@IECOS?,14,21,3,3,1,0,random_cubic,random_cubic:n=14;sample=20;seed=114020
2909,MBI?DCGR?CASPA_I?,14,21,3,3,1,0,random_cubic,random_cubic:n=14;sample=21;seed=114021
2910,MJ?@_HHa?KP??F`O?,14,21,3,3,1,0,random_cubic,random_cubic:n=14;sample=22;seed=114022
2911,M?OaaW_@D@QCAccC?,14,21,3,3,1,0,random_cubic,random_cubic:n=14;sample=23;seed=114023
2912,Okg?_G?T??C@AP@W?T?DO,16,24,3,3,1,0,random_cubic,random_cubic:n=16;sample=0;seed=116000
2913,OGO?We?i?A?`c@OGAc@?Q,16,24,3,3,1,0,random_cubic,random_cubic:n=16;sample=1;seed=116001
2914,OOCi?_Bg_?ACR?OA?Hc?Q,16,24,3,3,1,0,random_cubic,random_cubic:n=16;sample=2;seed=116002
2915,O?GU@`C_??dOSAAC?dCAA,16,24,3,3,1,0,random_cubic,random_cubic:n=16;sample=3;seed=116003
2916,O@O@a?C@CPOCB@?sEGE?_,16,24,3,3,1,0,random_cubic,random_cubic:n=16;sample=4;seed=116004
2917,O?OCG?gST?ODEOHOA_AC@,16,24,3,3,1,0,random_cubic,random_cubic:n=16;sample=5;seed=116005
2918,OIAK??GCOJ?W_@I?m??D_,16,24,3,3,1,0,random_cubic,random_cubic:n=16;sample=6;seed=116006
2919,O?YCad?@@?_c?IGCQ?GOK,16,24,3,3,1,0,random_cubic,random_cubic:n=16;sample=7;seed=116007
2920,OQC?GSGW?GW_GKc??X?@Q,16,24,3,3,1,0,random_cubic,random_cubic:n=16;sample=8;seed=116008
2921,OC@F?@@E?oC_GSaO?__@P,16,24,3,3,1,0,random_cubic,random_cubic:n=16;sample=9;seed=116009
2922,OG_K_?EK@AGG_GACiG?GW,16,24,3,3,1,0,random_cubic,random_cubic:n=16;sample=10;seed=116010
2923,O@DG??[?sC?@oO_DCObA?,16,24,3,3,1,0,random_cubic,random_cubic:n=16;sample=11;seed=116011
2924,O`?t?@GCQ?_kA_?A`?KA@,16,24,3,3,1,0,random_cubic,random_cubic:n=16;sample=12;seed=116012
2925,OG_?iOoO??_YCA@IT?CGC,16,24,3,3,1,0,random_cubic,random_cubic:n=16;sample=13;seed=116013
2926,OOHG_c?aHA?C?`OBW_?`C,16,24,3,3,1,0,random_cubic,random_cubic:n=16;sample=14;seed=116014
2927,OPAOOSP_?G_?ODQ@GS@?W,16,24,3,3,1,0,random_cubic,random_cubic:n=16;sample=15;seed=116015
2928,OIOG?OQG?DCa__`OQG??s,16,24,3,3,1,0,random_cubic,random_cubic:n=16;sample=16;seed=116016
2929,OGE_He?QK@I??`A??@G?F,16,24,3,3,1,0,random_cubic,random_cubic:n=16;sample=17;seed=116017
2930,OT?O?DCI?S@@OO_S?CqK?,16,24,3,3,1,0,random_cubic,random_cubic:n=16;sample=18;seed=116018
2931,OOA_cKAQB_??A@AHGA_`C,16,24,3,3,1,0,random_cubic,random_cubic:n=16;sample=19;seed=116019
2932,O?`?_U?BH_S?GOP_?Cq_O,16,24,3,3,1,0,random_cubic,random_cubic:n=16;sample=20;seed=116020
2933,O_C?GdQOCO_?_PJ?C_`?g,16,24,3,3,1,0,random_cubic,random_cubic:n=16;sample=21;seed=116021
2934,Oq?R@?I????Me?@E@B?IO,16,24,3,3,1,0,random_cubic,random_cubic:n=16;sample=22;seed=116022
2935,O?`?p?UGCAGAASP@O@@_@,16,24,3,3,1,0,random_cubic,random_cubic:n=16;sample=23;seed=116023
2936,Q?`@?HGCP?ACAQC_?`E?Ag?GAS?,18,27,3,3,1,0,random_cubic,random_cubic:n=18;sample=0;seed=118000
2937,QO??_Q_?u?HAD?@_?D@_CA?XD??,18,27,3,3,1,0,random_cubic,random_cubic:n=18;sample=1;seed=118001
2938,Q?@@_?@@sAB?Q?O@C?\O?@IAO_?,18,27,3,3,1,0,random_cubic,random_cubic:n=18;sample=2;seed=118002
2939,QCI?@Cg?O?_c@AO@i?CS?Cc@?G_,18,27,3,3,1,0,random_cubic,random_cubic:n=18;sample=3;seed=118003
2940,Qo??`GIGOOG?_@AEA@??LT??E_?,18,27,3,3,1,0,random_cubic,random_cubic:n=18;sample=4;seed=118004
2941,Q@?CGA?GkOH??O?RI?Qg?HO?Ga?,18,27,3,3,1,0,random_cubic,random_cubic:n=18;sample=5;seed=118005
2942,QDAG?C?PAD?IA_GGOGI?CAH?o?O,18,27,3,3,1,0,random_cubic,random_cubic:n=18;sample=6;seed=118006
2943,Q??EDQS??gB?OCA?K?GCc?DOcG?,18,27,3,3,1,0,random_cubic,random_cubic:n=18;sample=7;seed=118007
2944,QAIO@?CGQ`?AO__?oS?QGA@?A@G,18,27,3,3,1,0,random_cubic,random_cubic:n=18;sample=8;seed=118008
2945,QO?k?g?__PK??OCg@AQ@??@dOG?,18,27,3,3,1,0,random_cubic,random_cubic:n=18;sample=9;seed=118009
2946,QGA?sGOWA?c?a??p?@_?DBG?O_O,18,27,3,3,1,0,random_cubic,random_cubic:n=18;sample=10;seed=118010
2947,QO?O_F?AO??D?sG@A_IOOR?A_G?,18,27,3,3,1,0,random_cubic,random_cubic:n=18;sample=11;seed=118011
2948,QOC?aAAGOg_oA?oG@GR??@@??AW,18,27,3,3,1,0,random_cubic,random_cubic:n=18;sample=12;seed=118012
2949,QDO_?C?OWT?GA__@W?P?ID??C_G,18,27,3,3,1,0,random_cubic,random_cubic:n=18;sample=13;seed=118013
2950,Qc_??XOA?AA?GaGaGC_?g@_CcO?,18,27,3,3,1,0,random_cubic,random_cubic:n=18;sample=14;seed=118014
2951,Q???Oa_@QGA_Y?OEAOCD?i??@C_,18,27,3,3,1,0,random_cubic,random_cubic:n=18;sample=15;seed=118015
2952,Q_G@O?@@HEG_c?U??aCAC?@GO_G,18,27,3,3,1,0,random_cubic,random_cubic:n=18;sample=16;seed=118016
2953,QAFD??@_?A@@Gc?QCCG_gAG@C?G,18,27,3,3,1,0,random_cubic,random_cubic:n=18;sample=17;seed=118017
2954,QAGc?X?K?_O_?b?g?C?Q@?AZ?O?,18,27,3,3,1,0,random_cubic,random_cubic:n=18;sample=18;seed=118018
2955,Q?_?GPC_CA_aC@G_M?Ac?AG_`@?,18,27,3,3,1,0,random_cubic,random_cubic:n=18;sample=19;seed=118019
2956,QYA???`AAG?G@DA_?OgaOa_?Oo?,18,27,3,3,1,0,random_cubic,random_cubic:n=18;sample=20;seed=118020
2957,Q_OGO?c_@?oO?PC_EG?J?OAOOQ?,18,27,3,3,1,0,random_cubic,random_cubic:n=18;sample=21;seed=118021
2958,QA@cG?@CGRG?G??@q?GSGGCaH??,18,27,3,3,1,0,random_cubic,random_cubic:n=18;sample=22;seed=118022
2959,QCOK?GOOPC?CI?@I?GOc_o@?_C_,18,27,3,3,1,0,random_cubic,random_cubic:n=18;sample=23;seed=118023
2960,DkG,5,4,2,1,0,1,caterpillar,caterpillar:spine=3;leaves=1.0.1 | caterpillar:spine=4;leaves=0.0.0.1 | caterpillar:spine=4;leaves=1.0.0.0 | caterpillar:spine=5;leaves=0.0.0.0.0
2961,EsP?,6,5,3,1,0,1,caterpillar,caterpillar:spine=2;leaves=2.2 | caterpillar:spine=3;leaves=0.1.2 | caterpillar:spine=3;leaves=2.1.0 | caterpillar:spine=4;leaves=0.1.1.0
2962,Eh_O,6,5,2,1,0,1,caterpillar,caterpillar:spine=4;leaves=1.0.0.1 | caterpillar:spine=5;leaves=0.0.0.0.1 | caterpillar:spine=5;leaves=1.0.0.0.0 | caterpillar:spine=6;leaves=0.0.0.0.0.0
2963,FsPA?,7,6,4,1,0,1,caterpillar,caterpillar:spine=2;leaves=2.3 | caterpillar:spine=2;leaves=3.2 | caterpillar:spine=3;leaves=0.1.3 | caterpillar:spine=3;leaves=0.2.2 | caterpillar:spine=3;leaves=2.2.0 | caterpillar:spine=3;leaves=3.1.0 | caterpillar:spine=4;leaves=0.1.2.0 | caterpillar:spine=4;leaves=0.2.1.0
2964,FkO`?,7,6,3,1,0,1,caterpillar,caterpillar:spine=3;leaves=1.1.2 | caterpillar:spine=3;leaves=2.1.1 | caterpillar:spine=4;leaves=0.0.1.2 | caterpillar:spine=4;leaves=0.1.1.1 | caterpillar:spine=4;leaves=1.1.1.0 | caterpillar:spine=4;leaves=2.1.0.0 | caterpillar:spine=5;leaves=0.0.1.1.0 | caterpillar:spine=5;leaves=0.1.1.0.0
2965,Fk_`?,7,6,3,1,0,1,caterpillar,caterpillar:spine=3;leaves=2.0.2 | caterpillar:spine=4;leaves=0.1.0.2 | caterpillar:spine=4;leaves=2.0.1.0 | caterpillar:spine=5;leaves=0.1.0.1.0
2966,FhE?O,7,6,2,1,0,1,caterpillar,caterpillar:spine=5;leaves=1.0.0.0.1 | caterpillar:spine=6;leaves=0.0.0.0.0.1 | caterpillar:spine=6;leaves=1.0.0.0.0.0 | caterpillar:spine=7;leaves=0.0.0.0.0.0.0
2967,GsPAA?,8,7,5,1,0,1,caterpillar,caterpillar:spine=2;leaves=2.4 | caterpillar:spine=2;leaves=4.2 | caterpillar:spine=3;leaves=0.1.4 | caterpillar:spine=3;leaves=0.3.2 | caterpillar:spine=3;leaves=2.3.0 | caterpillar:spine=3;leaves=4.1.0
2968,Gs`AA?,8,7,4,1,0,1,caterpillar,caterpillar:spine=2;leaves=3.3 | caterpillar:spine=3;leaves=0.2.3 | caterpillar:spine=4;leaves=0.2.2.0 | caterpillar:spine=3;leaves=3.2.0
2969,GkO`@?,8,7,4,1,0,1,caterpillar,caterpillar:spine=3;leaves=1.1.3 | caterpillar:spine=3;leaves=3.1.1 | caterpillar:spine=4;leaves=0.0.1.3
2970,GkP@@?,8,7,4,1,0,1,caterpillar,caterpillar:spine=3;leaves=1.2.2 | caterpillar:spine=4;leaves=1.2.1.0 | caterpillar:spine=5;leaves=0.0.2.1.0 | caterpillar:spine=4;leaves=2.2.0.0 | caterpillar:spine=4;leaves=0.0.2.2
2971,Gk_`@?,8,7,4,1,0,1,caterpillar,caterpillar:spine=3;leaves=2.0.3 | caterpillar:spine=4;leaves=2.0.2.0 | caterpillar:spine=4;leaves=0.2.0.2 | caterpillar:spine=4;leaves=3.0.1.0 | caterpillar:spine=5;leaves=0.2.0.1.0 | caterpillar:spine=3;leaves=3.0.2
2972,Gk`@@?,8,7,3,1,0,1,caterpillar,caterpillar:spine=3;leaves=2.1.2 | caterpillar:spine=4;leaves=0.1.1.2
2973,GhEA?_,8,7,3,1,0,1,caterpillar,caterpillar:spine=5;leaves=1.1.0.1.0 | caterpillar:spine=6;leaves=0.1.0.1.0.0 | caterpillar:spine=6;leaves=0.0.1.0.1.0 | caterpillar:spine=4;leaves=2.0.1.1 | caterpillar:spine=5;leaves=0.0.1.0.2 | caterpillar:spine=5;leaves=2.0.1.0.0 | caterpillar:spine=4;leaves=1.1.0.2
2974,GhCGK?,8,7,2,1,0,1,caterpillar,caterpillar:spine=7;leaves=1.0.0.0.0.0.0 | caterpillar:spine=8;leaves=0.0.0.0.0.0.0.0
2975,GhCI@?,8,7,3,1,0,1,caterpillar,caterpillar:spine=6;leaves=0.1.1.0.0.0 | caterpillar:spine=5;leaves=0.1.1.0.1 | caterpillar:spine=4;leaves=2.1.0.1 | caterpillar:spine=5;leaves=0.0.0.1.2 | caterpillar:spine=4;leaves=1.0.1.2
2976,GhD?OO,8,7,3,1,0,1,caterpillar,caterpillar:spine=5;leaves=0.1.0.0.2 | caterpillar:spine=6;leaves=0.1.0.0.1.0
2977,HsPAA@?,9,8,6,1,0,1,caterpillar,caterpillar:spine=2;leaves=2.5 | caterpillar:spine=2;leaves=5.2 | caterpillar:spine=3;leaves=0.1.5 | caterpillar:spine=3;leaves=0.4.2 | caterpillar:spine=4;leaves=0.4.1.0
2978,Hs`AA@?,9,8,5,1,0,1,caterpillar,caterpillar:spine=2;leaves=3.4 | caterpillar:spine=2;leaves=4.3 | caterpillar:spine=3;leaves=0.2.4 | caterpillar:spine=3;leaves=0.3.3 | caterpillar:spine=3;leaves=3.3.0 | caterpillar:spine=3;leaves=4.2.0
2979,HkO`@?_,9,8,5,1,0,1,caterpillar,caterpillar:spine=3;leaves=1.1.4 | caterpillar:spine=4;leaves=0.0.1.4 | caterpillar:spine=3;leaves=4.1.1 | caterpillar:spine=4;leaves=1.1.3.0 | caterpillar:spine=5;leaves=0.0.1.3.0
2980,HkP@@?_,9,8,4,1,0,1,caterpillar,caterpillar:spine=3;leaves=1.2.3 | caterpillar:spine=5;leaves=0.0.2.2.0 | caterpillar:spine=4;leaves=1.2.2.0 | caterpillar:spine=4;leaves=0.2.2.1
2981,HkPA@?_,9,8,5,1,0,1,caterpillar,caterpillar:spine=3;leaves=1.3.2 | caterpillar:spine=5;leaves=0.1.3.0.0 | caterpillar:spine=3;leaves=2.3.1
2982,HhCKC@?,9,8,3,1,0,1,caterpillar,caterpillar:spine=6;leaves=2.1.0.0.0.0 | caterpillar:spine=6;leaves=0.1.1.0.0.1 | caterpillar:spine=6;leaves=2.1.0.0.0.0
2983,HhP?__O,9,8,4,1,0,1,caterpillar,caterpillar:spine=4;leaves=0.2.0.3 | caterpillar:spine=4;leaves=0.2.0.3
2984,HhCGI?G,9,8,3,1,0,1,caterpillar,caterpillar:spine=7;leaves=0.1.0.0.1.0.0 | caterpillar:spine=6;leaves=0.0.1.0.0.2 | caterpillar:spine=6;leaves=2.0.0.1.0.0
2985,HhECC@?,9,8,4,1,0,1,caterpillar,caterpillar:spine=5;leaves=3.1.0.0.0 | caterpillar:spine=6;leaves=0.2.1.0.0.0 | caterpillar:spine=4;leaves=3.1.0.1
2986,HhCGH?G,9,8,3,1,0,1,caterpillar,caterpillar:spine=7;leaves=0.0.1.0.1.0.0
2987,HhD@?OG,9,8,3,1,0,1,caterpillar,caterpillar:spine=5;leaves=0.1.1.0.2 | caterpillar:spine=4;leaves=2.1.0.2
2988,HhCK@?O,9,8,3,1,0,1,caterpillar,caterpillar:spine=6;leaves=1.0.1.1.0.0 | caterpillar:spine=5;leaves=1.1.1.0.1 | caterpillar:spine=5;leaves=1.1.1.0.1
2989,Hha?__O,9,8,4,1,0,1,caterpillar,caterpillar:spine=4;leaves=2.0.0.3 | caterpillar:spine=5;leaves=3.0.0.1.0 | caterpillar:spine=5;leaves=0.2.0.0.2
2990,HhCGGC@,9,8,2,1,0,1,caterpillar,caterpillar:spine=8;leaves=0.0.0.0.0.0.0.1
2991,HhCH?_G,9,8,3,1,0,1,caterpillar,caterpillar:spine=6;leaves=0.0.1.1.1.0 | caterpillar:spine=6;leaves=0.0.1.1.1.0
2992,HhEC@?G,9,8,3,1,0,1,caterpillar,caterpillar:spine=5;leaves=2.0.1.0.1 | caterpillar:spine=6;leaves=0.1.0.1.0.1 | caterpillar:spine=6;leaves=1.0.1.0.1.0
2993,HkaC@?_,9,8,5,1,0,1,caterpillar,caterpillar:spine=3;leaves=4.0.2
2994,HhD?__G,9,8,4,1,0,1,caterpillar,caterpillar:spine=5;leaves=0.1.0.2.1
2995,HhCGI?C,9,8,3,1,0,1,caterpillar,caterpillar:spine=7;leaves=0.1.0.0.0.1.0
2996,HhCIA?O,9,8,4,1,0,1,caterpillar,caterpillar:spine=6;leaves=0.2.0.1.0.0
2997,IsPAA@?O?,10,9,7,1,0,1,caterpillar,caterpillar:spine=2;leaves=2.6 | caterpillar:spine=2;leaves=6.2 | caterpillar:spine=3;leaves=0.1.6 | caterpillar:spine=3;leaves=0.5.2
2998,Is`AA@?O?,10,9,6,1,0,1,caterpillar,caterpillar:spine=2;leaves=3.5 | caterpillar:spine=2;leaves=5.3 | caterpillar:spine=3;leaves=0.2.5 | caterpillar:spine=3;leaves=0.4.3
2999,IsaAA@?O?,10,9,5,1,0,1,caterpillar,caterpillar:spine=2;leaves=4.4 | caterpillar:spine=3;leaves=0.3.4
3000,IkO`@?_G?,10,9,6,1,0,1,caterpillar,caterpillar:spine=3;leaves=1.1.5 | caterpillar:spine=5;leaves=0.0.1.4.0 | caterpillar:spine=5;leaves=0.0.1.4.0 | caterpillar:spine=4;leaves=0.0.1.5 | caterpillar:spine=4;leaves=5.1.0.0
3001,IkP@@?_G?,10,9,5,1,0,1,caterpillar,caterpillar:spine=3;leaves=1.2.4
3002,IhECA?OA?,10,9,3,1,0,1,caterpillar,caterpillar:spine=5;leaves=2.1.0.1.1
3003,IhaCC?_C?,10,9,5,1,0,1,caterpillar,caterpillar:spine=4;leaves=4.0.1.1
3004,IhD@?_GA?,10,9,3,1,0,1,caterpillar,caterpillar:spine=5;leaves=0.1.1.1.2
3005,IhEA@?OC?,10,9,4,1,0,1,caterpillar,caterpillar:spine=5;leaves=1.1.1.2.0 | caterpillar:spine=4;leaves=1.1.1.3
3006,Iha?__OC?,10,9,5,1,0,1,caterpillar,caterpillar:spine=4;leaves=2.0.0.4
3007,IhCGI@?G?,10,9,4,1,0,1,caterpillar,caterpillar:spine=7;leaves=0.2.1.0.0.0.0
3008,IhCGI?O@?,10,9,3,1,0,1,caterpillar,caterpillar:spine=7;leaves=0.1.0.1.0.1.0
3009,IhPA?_OC?,10,9,5,1,0,1,caterpillar,caterpillar:spine=4;leaves=0.3.0.3 | caterpillar:spine=3;leaves=4.0.3
3010,IkaA@?_G?,10,9,4,1,0,1,caterpillar,caterpillar:spine=3;leaves=3.1.3
3011,IhCGGCOA?,10,9,3,1,0,1,caterpillar,caterpillar:spine=8;leaves=0.0.0.1.1.0.0.0 | caterpillar:spine=7;leaves=0.0.0.1.1.0.1
3012,Iha@@?_G?,10,9,6,1,0,1,caterpillar,caterpillar:spine=4;leaves=2.0.4.0 | caterpillar:spine=3;leaves=2.0.5
3013,IhCIA?O@?,10,9,4,1,0,1,caterpillar,caterpillar:spine=6;leaves=0.2.0.1.0.1
